ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
477.47595049999654,478.7270123999915,1.24,,,2,478.727148200036,478.7272115999949,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,6,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,475.764556500013,477.49069270002656,477.49069270002656,478.76944599999115,,,,59.864502684314424,475.00327899999684,475.764556500013,,,474.99112690001493,475.75136490003206,,,bicycle\bicycle_06.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,475.764556500013,,,,,None,,0,,,2025.2.4,,,475.75367020000704,477.47582779999357,,,475.76771246665544,476.4752632000018,,,74,0,2026-07-21_13:26:20.559914,74,25,,None,,,None,,74,74,0,74,,,,,,bicycle,Vélo,Fahrrad,
481.2253523999825,482.4227951000212,1.19,,,2,482.4228839999996,482.422927000036,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,14,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,479.52874929999234,481.2413335000165,481.2413335000165,482.5201167000341,,,,59.864502684314424,478.76944599999115,479.52874929999234,,,478.75556249998044,479.5086482000188,,,hammer\hammer_14.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,479.52874929999234,,,,,None,,0,,,2025.2.4,,,479.5142569000018,481.22519530000864,,,479.5249224666661,480.0410203000065,,,75,0,2026-07-21_13:26:24.326081,75,26,,None,,,None,,75,75,0,75,,,,,,hammer,Marteau,Hammer,
484.9852314000018,485.7717144000344,0.78,,,2,485.7717907000333,485.77182530000573,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,15,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,483.27211680001346,485.0014548000181,485.0014548000181,485.830391000025,,,,59.864502684314424,482.5201167000341,483.27211680001346,,,482.48646049998933,483.2558485000045,,,bread\bread_15.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,483.27211680001346,,,,,None,,0,,,2025.2.4,,,483.25959730002796,484.9851524999831,,,483.2722651666884,484.18849030003184,,,76,0,2026-07-21_13:26:28.076752,76,27,,None,,,None,,76,76,0,76,,,,,,bread,Pain,Brot,
488.2732504000305,489.48670000000857,1.2,,,2,489.4867746999953,489.48681000003126,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,47,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,486.5856742000324,488.2892783000134,488.2892783000134,489.5214073000243,,,,59.864502684314424,485.830391000025,486.5856742000324,,,485.8149151999969,486.5714921000181,,,flower\flower_47.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,486.5856742000324,,,,,None,,0,,,2025.2.4,,,486.5744267000118,488.27312610001536,,,486.5879332666557,487.4884616000345,,,77,0,2026-07-21_13:26:31.387026,77,28,,None,,,None,,77,77,0,77,,,,,,flower,Fleur,Blume,
491.9863648000173,492.8043095000321,0.81,,,2,492.80439290002687,492.80443250003736,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,11,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,490.2736712000333,492.00278819998493,492.00278819998493,492.94172750000143,,,,59.864502684314424,489.5214073000243,490.2736712000333,,,489.50457310001366,490.2545200000168,,,jacket\jacket_11.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,490.2736712000333,,,,,None,,0,,,2025.2.4,,,490.2597633000114,491.98629460000666,,,490.2709737666921,490.8207313999883,,,78,0,2026-07-21_13:26:35.078042,78,29,,None,,,None,,78,78,0,78,,,,,,jacket,Veste,Jacke,
495.3986426999909,496.61803210002836,1.21,,,2,496.61811600002693,496.61815140000544,,,ball,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-07-21_13h18.24.447,7,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,493.69932419998804,495.41459220001707,495.41459220001707,496.6549270999967,,,,59.864502684314424,492.94172750000143,493.69932419998804,,,492.897289799992,493.6838979999884,,,ball\ball_07.jpg,,,,,,,,,,,,,,,,,,,,,,,1,1,,None,,493.69932419998804,,,,,left,,0,,,2025.2.4,,,493.6872182000079,495.398566399992,,,493.7003373666705,494.1812253000098,,,79,0,2026-07-21_13:26:38.498362,79,30,,None,,,None,,79,79,0,79,,,,,,dog,Chien,Hund,
499.13540070003364,500.0176794999861,0.88,,,2,500.01780830003554,500.0178728000028,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,23,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,497.4237803000142,499.1517249000026,499.1517249000026,500.0843604999827,,,,59.864502684314424,496.6549270999967,497.4237803000142,,,496.63851439999416,497.40274360001786,,,chair\chair_23.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,497.4237803000142,,,,,None,,0,,,2025.2.4,,,497.4071110000368,499.1353162000305,,,497.4191196666836,497.9843320000218,,,80,0,2026-07-21_13:26:42.211562,80,31,,None,,,None,,80,80,0,80,,,,,,chair,Chaise,Stuhl,
502.5497446000227,503.69500529998913,1.13,,,2,503.69508520001546,503.69512270000996,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,40,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,500.83551850001095,502.56758440000704,502.56758440000704,503.7315556000103,,,,59.864502684314424,500.0843604999827,500.83551850001095,,,500.06494230002863,500.816984300036,,,flower\flower_40.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,500.83551850001095,,,,,None,,0,,,2025.2.4,,,500.82029040000634,502.5496693000314,,,500.83339086670117,501.7329101000214,,,81,0,2026-07-21_13:26:45.640996,81,32,,None,,,None,,81,81,0,81,,,,,,flower,Fleur,Blume,
506.1807966000051,507.4144764000084,1.22,,,2,507.4145606000093,507.4145967999939,,,hand,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-07-21_13h18.24.447,18,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,504.484346000012,506.1970664000255,506.1970664000255,507.44699020002736,,,,59.864502684314424,503.7315556000103,504.484346000012,,,503.72047140001087,504.4651379000279,,,hand\hand_18.jpg,,,,,,,,,,,,,,,,,,,,,,,1,1,,None,,504.484346000012,,,,,right,,0,,,2025.2.4,,,504.4705815000343,506.1807015000377,,,504.48149466666314,505.028742399998,,,82,0,2026-07-21_13:26:49.288191,82,33,,None,,,None,,82,82,0,82,,,,,,house,Maison,Haus,
509.89757169998484,510.68140659999335,0.77,,,2,510.68148090003524,510.68151610001223,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,31,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,508.19960049999645,509.91371100000106,509.91371100000106,510.7194168000133,,,,59.864502684314424,507.44699020002736,508.19960049999645,,,507.4328840000089,508.1824196000234,,,bicycle\bicycle_31.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,508.19960049999645,,,,,None,,0,,,2025.2.4,,,508.1847213000292,509.8974680000101,,,508.1987958666907,508.9166811000323,,,83,0,2026-07-21_13:26:53.003625,83,34,,None,,,None,,83,83,0,83,,,,,,bicycle,Vélo,Fahrrad,
513.176092299982,514.2260832000175,1.04,,,2,514.2261625999818,514.2262059000204,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,14,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,511.4821949999896,513.1921067000367,513.1921067000367,514.2669495000155,,,,59.864502684314424,510.7194168000133,511.4821949999896,,,510.70678200002294,511.4648670000024,,,hand\hand_14.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,511.4821949999896,,,,,None,,0,,,2025.2.4,,,511.4687366000144,513.1760218000272,,,511.481247766704,511.96551740000723,,,84,0,2026-07-21_13:26:56.276052,84,35,,None,,,None,,84,84,0,84,,,,,,hand,Main,Hand,
516.7296998000238,517.6127439999836,0.88,,,2,517.6128241000115,517.6128611000022,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,17,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,515.0300433000084,516.7458226000308,516.7458226000308,517.6618680999964,,,,59.864502684314424,514.2669495000155,515.0300433000084,,,514.2591972000082,515.0084650000208,,,jacket\jacket_17.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,515.0300433000084,,,,,None,,0,,,2025.2.4,,,515.012783800019,516.7296273999964,,,515.0249394666791,515.5579288000008,,,85,0,2026-07-21_13:26:59.823584,85,36,,None,,,None,,85,85,0,85,,,,,,jacket,Veste,Jacke,
520.127518400026,521.1604587000329,1.02,,,2,521.1605376999942,521.1605728000286,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,17,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,518.4139282000251,520.1437710000318,520.1437710000318,521.2408847000333,,,,59.864502684314424,517.6618680999964,518.4139282000251,,,517.6474362000008,518.3958599999896,,,house\house_17.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,518.4139282000251,,,,,None,,0,,,2025.2.4,,,518.4006287000375,520.1274389000027,,,518.4123160666825,518.9620127999806,,,86,0,2026-07-21_13:27:03.218503,86,37,,None,,,None,,86,86,0,86,,,,,,house,Maison,Haus,
523.7062235000194,524.9273364000255,1.21,,,2,524.9274595000315,524.927505300031,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,45,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,522.0059727000189,523.7225414999994,523.7225414999994,525.0459165000357,,,,59.864502684314424,521.2408847000333,522.0059727000189,,,521.2031641000067,521.9897869999986,,,chair\chair_45.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,522.0059727000189,,,,,None,,0,,,2025.2.4,,,521.993414800032,523.7061522000004,,,522.0062548666649,522.5558396999841,,,87,0,2026-07-21_13:27:06.797520,87,38,,None,,,None,,87,87,0,87,,,,,,chair,Chaise,Stuhl,
527.4930031999829,528.4759527000133,0.97,,,2,528.4760371000157,528.4760777000338,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,5,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,525.8103617000161,527.5081927999854,527.5081927999854,528.5317211000365,,,,59.864502684314424,525.0459165000357,525.8103617000161,,,525.0124917000066,525.7924191000056,,,ball\ball_05.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,525.8103617000161,,,,,None,,0,,,2025.2.4,,,525.7954159000074,527.492929,,,525.8088561666702,526.581430500024,,,88,0,2026-07-21_13:27:10.602551,88,39,,None,,,None,,88,88,0,88,,,,,,ball,Ballon,Ball,
530.9916931000189,531.9718813000363,0.98,,,2,531.9719617000083,531.9720026000286,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,32,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,529.2912127000163,531.0040048999945,531.0040048999945,532.0154830000247,,,,59.864502684314424,528.5317211000365,529.2912127000163,,,528.5147557000164,529.2760142000043,,,dog\dog_32.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,529.2912127000163,,,,,None,,0,,,2025.2.4,,,529.2793451999896,530.9914959000307,,,529.2924187666542,529.7751711999881,,,89,0,2026-07-21_13:27:14.088356,89,40,,None,,,None,,89,89,0,89,,,,,,dog,Chien,Hund,
534.4729337000172,535.6572300000116,1.17,,,2,535.657351700007,535.6574016000377,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,19,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,532.7692619999871,534.489134500036,534.489134500036,535.7051356000011,,,,59.864502684314424,532.0154830000247,532.7692619999871,,,532.0072417000192,532.7526848000125,,,bread\bread_19.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,532.7692619999871,,,,,None,,0,,,2025.2.4,,,532.7557289000251,534.472847099998,,,532.7691288666722,533.6855446000118,,,90,0,2026-07-21_13:27:17.572118,90,41,,None,,,None,,90,90,0,90,,,,,,bread,Pain,Brot,
538.139842100034,539.171453899995,1.02,,,2,539.1715416000225,539.1715864000143,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,16,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,536.4551517000073,538.1562307000277,538.1562307000277,539.2475143999909,,,,59.864502684314424,535.7051356000011,536.4551517000073,,,535.6906429000082,536.4390421999851,,,bicycle\bicycle_16.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,536.4551517000073,,,,,None,,0,,,2025.2.4,,,536.4416171000339,538.1397652000305,,,536.4554765666874,537.1550065000192,,,91,0,2026-07-21_13:27:21.261770,91,42,,None,,,None,,91,91,0,91,,,,,,bicycle,Vélo,Fahrrad,
541.7056712000049,542.4661574999918,0.76,,,2,542.4662543000304,542.4662999000284,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,44,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,540.0041152000194,541.7177993000369,541.7177993000369,542.494865900022,,,,59.864502684314424,539.2475143999909,540.0041152000194,,,539.2242905999883,539.9883286000113,,,dog\dog_44.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,540.0041152000194,,,,,None,,0,,,2025.2.4,,,539.9922502000118,541.7055946000037,,,540.0047941666601,540.5004743000027,,,92,0,2026-07-21_13:27:24.804149,92,43,,None,,,None,,92,92,0,92,,,,,,dog,Chien,Hund,
544.9545599999838,546.1708510000026,1.21,,,2,546.170939899981,546.1709816000075,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,20,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,543.2555974000134,544.9704860000056,544.9704860000056,546.2167828999809,,,,59.864502684314424,542.494865900022,543.2555974000134,,,542.4835924000363,543.2371735000052,,,house\house_20.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,543.2555974000134,,,,,None,,0,,,2025.2.4,,,543.2414239000063,544.9544513000292,,,543.2535956666727,543.7864100000006,,,93,0,2026-07-21_13:27:28.051501,93,44,,None,,,None,,93,93,0,93,,,,,,house,Maison,Haus,
548.6853280999931,549.4537508999929,0.76,,,2,549.4538493999862,549.4538930000272,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,14,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,546.9701806000085,548.7013445000048,548.7013445000048,549.4989347000374,,,,59.864502684314424,546.2167828999809,546.9701806000085,,,546.2024278999888,546.9538310000207,,,flower\flower_14.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,546.9701806000085,,,,,None,,0,,,2025.2.4,,,546.9567951000063,548.6852467000135,,,546.9701632667022,547.8697464999859,,,94,0,2026-07-21_13:27:31.773418,94,45,,None,,,None,,94,94,0,94,,,,,,flower,Fleur,Blume,
551.9481691999827,552.9628742000205,1,,,2,552.962951500027,552.9629943000036,,,house,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-07-21_13h18.24.447,34,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,550.2600552000222,551.9642766999896,551.9642766999896,553.036507199984,,,,59.864502684314424,549.4989347000374,550.2600552000222,,,549.4862660000217,550.2360157000367,,,house\house_34.jpg,,,,,,,,,,,,,,,,,,,,,,,1,1,,None,,550.2600552000222,,,,,left,,0,,,2025.2.4,,,550.2411657000193,551.9480964000104,,,550.2524264666756,550.7848502999987,,,95,0,2026-07-21_13:27:35.055570,95,46,,None,,,None,,95,95,0,95,,,,,,jacket,Veste,Jacke,
555.5163907000097,556.5176269999938,1,,,2,556.5177685000235,556.517842900008,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,42,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,553.801348500012,555.5326279000146,555.5326279000146,556.5772967999801,,,,59.864502684314424,553.036507199984,553.801348500012,,,553.0027452000068,553.7852076999843,,,hammer\hammer_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,553.801348500012,,,,,None,,0,,,2025.2.4,,,553.789153699996,555.5163039999898,,,553.8016495666855,554.3175772000104,,,96,0,2026-07-21_13:27:38.593142,96,47,,None,,,None,,96,96,0,96,,,,,,hammer,Marteau,Hammer,
559.032164400036,559.7995371000143,0.75,,,2,559.799619700003,559.7996701000375,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,28,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,557.3331414000131,559.0492047999869,559.0492047999869,559.8469667999889,,,,59.864502684314424,556.5772967999801,557.3331414000131,,,556.5549951000139,557.3174432000378,,,ball\ball_28.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,557.3331414000131,,,,,None,,0,,,2025.2.4,,,557.3206490000011,559.0320746999932,,,557.3337029666911,558.1151274000295,,,97,0,2026-07-21_13:27:42.133932,97,48,,None,,,None,,97,97,0,97,,,,,,ball,Ballon,Ball,
562.2992563000298,563.51541490003,1.21,,,2,563.515499900037,563.5155385999824,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,10,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,560.5976544999867,562.3150279999827,562.3150279999827,563.5749661999871,,,,59.864502684314424,559.8469667999889,560.5976544999867,,,559.8339648999972,560.581632699992,,,hand\hand_10.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,560.5976544999867,,,,,None,,0,,,2025.2.4,,,560.5850797999883,562.299182399991,,,560.5980484666691,561.0825161000248,,,98,0,2026-07-21_13:27:45.403602,98,49,,None,,,None,,98,98,0,98,,,,,,hand,Main,Hand,
566.0149930000189,567.0483109999914,1.02,,,2,567.0484155000304,584.2240152999875,567.0643112999969,582.0739583999966,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777712999843061,r,2.0894659000332467,582.0562593000359,None,2026-07-21_13h18.24.447,35,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,564.3334711000207,566.0308233000105,566.0308233000105,567.0643112999969,,,,59.864502684314424,563.5749661999871,564.3334711000207,,,563.559823299991,564.3136503000278,,,jacket\jacket_35.jpg,582.0562593000359,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,564.3334711000207,,,,,None,,0,567.0643112999969,582.0739583999966,2025.2.4,,,564.3185859000077,566.0148818999878,,,564.3300736666463,564.8644976000069,,,99,0,2026-07-21_13:27:49.131601,99,50,0.0777712999843061,r,2.0894659000332467,,None,,99,99,0,99,,,,,,jacket,Veste,Jacke,
586.7251051000203,587.5393046999816,0.81,,,3,587.5447162000346,587.5447639999911,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,14,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,585.0237064000103,586.7413821000373,586.7413821000373,587.5779277000111,,,,59.864502684314424,584.265764700016,585.0237064000103,,,584.2508010999882,585.0071520000347,,,chair\chair_14.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,585.0237064000103,,,,,None,,0,,,2025.2.4,,,585.0108504000236,586.7249845000333,,,585.0235703666733,585.589751499996,,,100,0,2026-07-21_13:28:09.822400,100,1,,None,,,None,,100,100,0,100,,,,,,chair,Chaise,Stuhl,
590.0568223000155,591.2382320000324,1.17,,,3,591.2383224000223,591.2383691000286,,,bicycle,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-07-21_13h18.24.447,6,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,588.3398655999918,590.0723541000043,590.0723541000043,591.2695834999904,,,,59.864502684314424,587.5779277000111,588.3398655999918,,,587.5636127000325,588.32439720002,,,bicycle\bicycle_06.jpg,,,,,,,,,,,,,,,,,,,,,,,1,1,,None,,588.3398655999918,,,,,left,,0,,,2025.2.4,,,588.3280617999844,590.0567335000378,,,588.3407915666505,589.2218891000375,,,101,0,2026-07-21_13:28:13.134562,101,2,,None,,,None,,101,101,0,101,,,,,,flower,Fleur,Blume,
593.7374559000018,594.970239599992,1.23,,,3,594.9703220000374,594.9703621999943,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,30,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,592.0215893000131,593.7543667000136,593.7543667000136,594.9990257000318,,,,59.864502684314424,591.2695834999904,592.0215893000131,,,591.255215800018,592.0052727999864,,,dog\dog_30.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,592.0215893000131,,,,,None,,0,,,2025.2.4,,,592.0086571000284,593.7373918000376,,,592.0216826666767,592.5042082000291,,,102,0,2026-07-21_13:28:16.826218,102,3,,None,,,None,,102,102,0,102,,,,,,dog,Chien,Hund,
597.4546117000282,598.5871275999816,1.13,,,3,598.5872349999845,598.5872802999802,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,27,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,595.7554506000015,597.471263399988,597.471263399988,598.6214399000164,,,,59.864502684314424,594.9990257000318,595.7554506000015,,,594.9863099000067,595.738384700031,,,jacket\jacket_27.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,595.7554506000015,,,,,None,,0,,,2025.2.4,,,595.7429731999873,597.4545216999832,,,595.7548395666565,596.3029311000137,,,103,0,2026-07-21_13:28:20.555660,103,4,,None,,,None,,103,103,0,103,,,,,,jacket,Veste,Jacke,
601.1019053999917,602.1335216999869,1.02,,,3,602.1336197000346,602.1336552000139,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,13,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,599.391006299993,601.1181196999969,601.1181196999969,602.1578216000344,,,,59.864502684314424,598.6214399000164,599.391006299993,,,598.6066037000273,599.3704976000008,,,house\house_13.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,599.391006299993,,,,,None,,0,,,2025.2.4,,,599.3756063000183,601.1018261000281,,,599.3869272666673,599.9367131000035,,,104,0,2026-07-21_13:28:24.178075,104,5,,None,,,None,,104,104,0,104,,,,,,house,Maison,Haus,
604.6340089000296,605.5686384,0.92,,,3,605.5687217999948,605.5687656000373,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,27,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,602.9180917000049,604.6504635000019,604.6504635000019,605.6467303999816,,,,59.864502684314424,602.1578216000344,602.9180917000049,,,602.150055999984,602.9026397999842,,,hammer\hammer_27.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,602.9180917000049,,,,,None,,0,,,2025.2.4,,,602.906264899997,604.633935299993,,,602.9190435666862,603.4340525000007,,,105,0,2026-07-21_13:28:27.714457,105,6,,None,,,None,,105,105,0,105,,,,,,hammer,Marteau,Hammer,
608.0851532000233,609.2008032000158,1.1,,,3,609.200900900003,609.2009494000231,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-07-21_13h18.24.447,40,TSRlearn_localizer-concepts,2026-07-21 13h18.25.567133 +0200,,606.399974800006,608.1018955000327,608.1018955000327,609.2604786999873,,,,59.864502684314424,605.6467303999816,606.399974800006,,,605.6200373999891,606.3836427000351,,,flower\flower_40.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,,None,,606.399974800006,,,,,None,,0,,,2025.2.4,,,606.3865575999953,608.0850367000094,,,606.4000582666524,607.3010265000048,,,106,0,2026-07-21_13:28:31.203365,106,7,,None,,,None,,106,106,0,106,,,,,,flower,Fleur,Blume,
