ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.duration,key_resp.keys,key_resp.rt,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.duration,trials.key_resp.keys,trials.key_resp.rt,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
366.90645270003006,367.7073079000111,0.79,,,2,367.70739180000965,367.7074294000049,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,7,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,365.4053157000453,366.9212362000253,367.7401200000313,,,,60.01601227522506,364.65704240003834,365.4053157000453,,,364.64205560000846,365.39130560000194,,,jacket\jacket_07.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,365.4053157000453,,,,,None,,0,,,2025.2.4,,,1,365.39545450004516,366.90639530000044,,,None,None,365.4060465666737,365.93797210004414,,,73,0,2026-08-24_21:27:31.091242,73,24,localizer,,None,,,None,,73,73,0,73,,,,,,jacket,Veste,Jacke,
370.00555470003746,371.0725828000577,1.06,,,2,371.0726367000025,371.07266550004715,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,20,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,368.5045225000358,370.02027080004336,371.12355080002453,,,,60.01601227522506,367.7401200000313,368.5045225000358,,,367.7314985000412,368.49021460005315,,,chair\chair_20.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,368.5045225000358,,,,,None,,0,,,2025.2.4,,,1,368.49329290003516,370.00548930000514,,,None,None,368.50484626670755,369.4212240000488,,,74,0,2026-08-24_21:27:34.174319,74,25,localizer,,None,,,None,,74,74,0,74,,,,,,chair,Chaise,Stuhl,
373.387984400033,374.52115310000954,1.12,,,2,374.52120950003155,374.5212388000218,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,16,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,371.8877658000565,373.4027106000576,374.5717055000132,,,,60.01601227522506,371.12355080002453,371.8877658000565,,,371.1030981000513,371.8717602000106,,,hand\hand_16.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,371.8877658000565,,,,,None,,0,,,2025.2.4,,,1,371.87549280002713,373.3879270000034,,,None,None,371.8865034666999,372.3862595000537,,,75,0,2026-08-24_21:27:37.557750,75,26,localizer,,None,,,None,,75,75,0,75,,,,,,hand,Main,Hand,
376.83759530005045,377.7375701000565,0.89,,,2,377.73762350005563,377.73765240004286,,,jacket,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,8,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,375.3358046000358,376.85176370001864,377.78747280000243,,,,60.01601227522506,374.5717055000132,375.3358046000358,,,374.56197850004537,375.32074450002983,,,jacket\jacket_08.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,375.3358046000358,,,,,None,,0,,,2025.2.4,,,1,375.3255890000146,376.8375401000376,,,None,None,375.3353552666997,375.88487750000786,,,76,0,2026-08-24_21:27:41.005905,76,27,localizer,,None,,,None,,76,76,0,76,,,,,,jacket,Veste,Jacke,
380.0524330000044,380.8521868000389,0.79,,,2,380.8522471000324,380.8522844000254,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,25,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,378.5674393000081,380.06694300001254,380.88575230003335,,,,60.01601227522506,377.78747280000243,378.5674393000081,,,377.76800720003666,378.53657730005216,,,dog\dog_25.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,378.5674393000081,,,,,None,,0,,,2025.2.4,,,1,378.5543302000151,380.05237670004135,,,None,None,378.5677858333879,379.0508982000174,,,77,0,2026-08-24_21:27:44.221672,77,28,localizer,,None,,,None,,77,77,0,77,,,,,,dog,Chien,Hund,
383.15211080003064,384.3843620000407,1.22,,,2,384.3844161000452,384.3844451000332,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,23,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,381.65040270000463,383.1675111000077,384.41771840001456,,,,60.01601227522506,380.88575230003335,381.65040270000463,,,380.87191150005674,381.6364323000307,,,ball\ball_23.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,381.65040270000463,,,,,None,,0,,,2025.2.4,,,1,381.63951990002533,383.15205180004705,,,None,None,381.65091066668197,382.43331990001025,,,78,0,2026-08-24_21:27:47.319951,78,29,localizer,,None,,,None,,78,78,0,78,,,,,,ball,Ballon,Ball,
386.68389530002605,387.51740390004124,0.82,,,2,387.51745870005107,387.5174883000436,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,39,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,385.19905610004207,386.6989831000101,387.59289500000887,,,,60.01601227522506,384.41771840001456,385.19905610004207,,,384.4060803000466,385.1687602000311,,,hammer\hammer_39.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,385.19905610004207,,,,,None,,0,,,2025.2.4,,,1,385.19081680005183,386.6838375000516,,,None,None,385.1995349333815,385.7156125000329,,,79,0,2026-08-24_21:27:50.851918,79,30,localizer,,None,,,None,,79,79,0,79,,,,,,hammer,Marteau,Hammer,
389.8500854000449,390.6663696000469,0.81,,,2,390.6664257000084,390.66645560000325,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,46,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,388.3480214000447,389.86436550004873,390.7203862000024,,,,60.01601227522506,387.59289500000887,388.3480214000447,,,387.5678109000437,388.3335525000002,,,bread\bread_46.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,388.3480214000447,,,,,None,,0,,,2025.2.4,,,1,388.33662920002826,389.8500055000186,,,None,None,388.34800506668785,389.26445830002194,,,80,0,2026-08-24_21:27:54.027094,80,31,localizer,,None,,,None,,80,80,0,80,,,,,,bread,Pain,Brot,
392.98211650003213,393.8315136000165,0.85,,,2,393.83156910003163,393.8315976000158,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,14,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,391.4808592000045,392.9965783000225,393.88181030005217,,,,60.01601227522506,390.7203862000024,391.4808592000045,,,390.6998296000529,391.4661522000097,,,dog\dog_14.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,391.4808592000045,,,,,None,,0,,,2025.2.4,,,1,391.46928340004524,392.9820568000432,,,None,None,391.48068976670424,391.9809249000391,,,81,0,2026-08-24_21:27:57.154585,81,32,localizer,,None,,,None,,81,81,0,81,,,,,,dog,Chien,Hund,
396.13230060000205,397.1471508000395,1.01,,,2,397.14720920001855,397.1472396000172,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,22,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,394.6462575000478,396.14576630003285,397.1801744000404,,,,60.01601227522506,393.88181030005217,394.6462575000478,,,393.8707435000106,394.6320327000576,,,hand\hand_22.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,394.6462575000478,,,,,None,,0,,,2025.2.4,,,1,394.635391000018,396.13224210002227,,,None,None,394.646201766682,395.12920310004847,,,82,0,2026-08-24_21:28:00.316009,82,33,localizer,,None,,,None,,82,82,0,82,,,,,,hand,Main,Hand,
399.4478905000142,400.54817500000354,1.09,,,2,400.5482289000065,400.5482577000512,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,12,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,397.9451200000476,399.46147190005286,400.5964402000536,,,,60.01601227522506,397.1801744000404,397.9451200000476,,,397.16842810000526,397.9305069000111,,,bicycle\bicycle_12.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,397.9451200000476,,,,,None,,0,,,2025.2.4,,,1,397.93298690003576,399.44783190003363,,,None,None,397.94520806667083,398.66161120001925,,,83,0,2026-08-24_21:28:03.614373,83,34,localizer,,None,,,None,,83,83,0,83,,,,,,bicycle,Vélo,Fahrrad,
402.8467106000171,403.84502330003306,0.99,,,2,403.8450770000345,403.8451060000225,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,18,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,401.3604337000288,402.860476700007,403.9173320000409,,,,60.01601227522506,400.5964402000536,401.3604337000288,,,400.58360600000015,401.3461849000305,,,bread\bread_18.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,401.3604337000288,,,,,None,,0,,,2025.2.4,,,1,401.3493677000515,402.8466500000213,,,None,None,401.3607383666715,402.2937933000503,,,84,0,2026-08-24_21:28:07.030639,84,35,localizer,,None,,,None,,84,84,0,84,,,,,,bread,Pain,Brot,
406.1777144000516,407.02743860002374,0.85,,,2,407.02750510000624,407.02754160005134,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,42,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,404.6766653000377,406.1924932000111,407.0642444000114,,,,60.01601227522506,403.9173320000409,404.6766653000377,,,403.8942656000145,404.66173380002147,,,flower\flower_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,404.6766653000377,,,,,None,,0,,,2025.2.4,,,1,404.66973520000465,406.17765740002505,,,None,None,404.67639136669845,405.57612570002675,,,85,0,2026-08-24_21:28:10.351531,85,36,localizer,,None,,,None,,85,85,0,85,,,,,,flower,Fleur,Blume,
409.3269579000189,410.25970700004837,0.93,,,2,410.2597711000126,410.2598065000493,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,29,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,407.82575730001554,409.3419030000223,410.3108351000119,,,,60.01601227522506,407.0642444000114,407.82575730001554,,,407.05218600004446,407.8108675000258,,,hammer\hammer_29.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,407.82575730001554,,,,,None,,0,,,2025.2.4,,,1,407.8143628000398,409.3268984000315,,,None,None,407.82551426667874,408.341798700043,,,86,0,2026-08-24_21:28:13.498444,86,37,localizer,,None,,,None,,86,86,0,86,,,,,,hammer,Marteau,Hammer,
412.575854900002,413.35924760001944,0.77,,,2,413.35931230004644,413.3593439000542,,,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,15,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,411.0763620000216,412.5907557000173,413.5280773000559,,,,60.01601227522506,410.3108351000119,411.0763620000216,,,410.2903996000532,411.0598168000579,,,hand\hand_15.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,411.0763620000216,,,,,None,,0,,,2025.2.4,,,1,411.06410890002735,412.5757952000131,,,None,None,411.07435356668816,411.5751124000526,,,87,0,2026-08-24_21:28:16.745034,87,38,localizer,,None,,,None,,87,87,0,87,,,,,,hand,Main,Hand,
415.7914314000518,416.6237853000057,0.83,,,2,416.62384650000604,416.62388120003743,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,15,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,414.29050270002335,415.8061899000313,416.70430000004126,,,,60.01601227522506,413.5280773000559,414.29050270002335,,,413.45405470003607,414.2758855000138,,,ball\ball_15.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,414.29050270002335,,,,,None,,0,,,2025.2.4,,,1,414.2791799000115,415.7913729000138,,,None,None,414.2905576666856,415.07289010001114,,,88,0,2026-08-24_21:28:19.962276,88,39,localizer,,None,,,None,,88,88,0,88,,,,,,ball,Ballon,Ball,
419.1567320000031,420.25558090000413,1.09,,,2,420.25563830003375,420.2556713000522,,,bicycle,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-24_21h21.25.115,45,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,417.45529070001794,419.1715677000466,420.29614550003316,,,,60.01601227522506,416.70430000004126,417.45529070001794,,,416.68146560003515,417.44046980002895,,,bicycle\bicycle_45.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,None,,417.45529070001794,,,,,right,,0,,,2025.2.4,,,1,417.4438686000067,419.15666690003127,,,None,None,417.4552348667096,417.93832910002675,,,89,0,2026-08-24_21:28:23.138499,89,40,localizer,,None,,,None,,89,89,0,89,,,,,,hand,Main,Hand,
422.5563524000463,423.40602350002155,0.85,,,2,423.406079300039,423.4061090000323,,,house,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,15,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,421.0544495000504,422.5710302000516,423.43867190001765,,,,60.01601227522506,420.29614550003316,421.0544495000504,,,420.2774180000415,421.0395983000053,,,house\house_15.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,421.0544495000504,,,,,None,,0,,,2025.2.4,,,1,421.04881010000827,422.5562921000528,,,None,None,421.05437556672064,421.60424250003416,,,90,0,2026-08-24_21:28:26.730345,90,41,localizer,,None,,,None,,90,90,0,90,,,,,,house,Maison,Haus,
425.70456620003097,426.65406260004966,0.95,,,2,426.65411820000736,426.6541471000528,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,27,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,424.20355830003973,425.7193029000191,426.7039581000572,,,,60.01601227522506,423.43867190001765,424.20355830003973,,,423.4312350000255,424.1889466000139,,,hammer\hammer_27.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,424.20355830003973,,,,,None,,0,,,2025.2.4,,,1,424.1925335000269,425.70450410002377,,,None,None,424.2035355666924,424.7207213000511,,,91,0,2026-08-24_21:28:29.872871,91,42,localizer,,None,,,None,,91,91,0,91,,,,,,hammer,Marteau,Hammer,
428.9714416000061,429.8865738000022,0.91,,,2,429.8866300000227,429.88666020001983,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,40,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,427.46880830003647,428.98606980004115,429.95775740005774,,,,60.01601227522506,426.7039581000572,427.46880830003647,,,426.6905864000437,427.45443430001615,,,ball\ball_40.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,427.46880830003647,,,,,None,,0,,,2025.2.4,,,1,427.45705290004844,428.9713719000574,,,None,None,427.469030166689,428.2537430000375,,,92,0,2026-08-24_21:28:33.138157,92,43,localizer,,None,,,None,,92,92,0,92,,,,,,ball,Ballon,Ball,
432.219181100023,433.3189312000177,1.1,,,2,433.3189878000412,433.3190179000376,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,40,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,430.71782340004575,432.23395500000333,433.3866937000421,,,,60.01601227522506,429.95775740005774,430.71782340004575,,,429.9386242000037,430.7029219000251,,,flower\flower_40.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,430.71782340004575,,,,,None,,0,,,2025.2.4,,,1,430.70602570002666,432.21912380005233,,,None,None,430.7177975666748,431.6175611000508,,,93,0,2026-08-24_21:28:36.391957,93,44,localizer,,None,,,None,,93,93,0,93,,,,,,flower,Fleur,Blume,
435.6515549000469,436.43562570004724,0.78,,,2,436.435680100054,436.4357088000397,,,chair,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,42,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,434.1499692000216,435.66626520000864,436.48702220001724,,,,60.01601227522506,433.3866937000421,434.1499692000216,,,433.3653959000367,434.1358168000006,,,chair\chair_42.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,434.1499692000216,,,,,None,,0,,,2025.2.4,,,1,434.13861330004875,435.651497200015,,,None,None,434.1503136666763,435.06669870001497,,,94,0,2026-08-24_21:28:39.820893,94,45,localizer,,None,,,None,,94,94,0,94,,,,,,chair,Chaise,Stuhl,
438.7513584000408,439.91912200005027,1.16,,,2,439.91919790004613,439.91923090000637,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,23,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,437.2488515000441,438.76557310001226,439.98749750002753,,,,60.01601227522506,436.48702220001724,437.2488515000441,,,436.4752979000332,437.2346728000557,,,dog\dog_23.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,437.2488515000441,,,,,None,,0,,,2025.2.4,,,1,437.23779090004973,438.75129920005566,,,None,None,437.2494042667133,437.73190790001536,,,95,0,2026-08-24_21:28:42.921221,95,46,localizer,,None,,,None,,95,95,0,95,,,,,,dog,Chien,Hund,
442.24930750002386,443.20119060005527,0.94,,,2,443.2012728000409,443.20130940002855,,,bicycle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,49,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,440.74823150003795,442.26418330002343,443.26635710004484,,,,60.01601227522506,439.98749750002753,440.74823150003795,,,439.97439300001133,440.73406800004886,,,bicycle\bicycle_49.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,440.74823150003795,,,,,None,,0,,,2025.2.4,,,1,440.7363877000171,442.24924830003874,,,None,None,440.74846316670687,441.4477316000266,,,96,0,2026-08-24_21:28:46.421697,96,47,localizer,,None,,,None,,96,96,0,96,,,,,,bicycle,Vélo,Fahrrad,
445.5163518000045,446.46693390002474,0.95,,,2,446.46698800002923,446.46701590000885,,,dog,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,41,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,444.0321530000074,445.53007040004013,446.5161376000033,,,,60.01601227522506,443.26635710004484,444.0321530000074,,,443.2520419000066,444.01608520001173,,,dog\dog_41.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,444.0321530000074,,,,,None,,0,,,2025.2.4,,,1,444.0197046000394,445.51628280000295,,,None,None,444.03065806668405,444.51360940001905,,,97,0,2026-08-24_21:28:49.700556,97,48,localizer,,None,,,None,,97,97,0,97,,,,,,dog,Chien,Hund,
448.997453100048,450.24865420005517,1.24,,,2,450.2487129000365,450.24874120001914,,,house,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-24_21h21.25.115,24,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,447.2804029000108,449.0121664000326,450.2972109000548,,,,60.01601227522506,446.5161376000033,447.2804029000108,,,446.49999680003384,447.265464600001,,,house\house_24.jpg,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,None,,447.2804029000108,,,,,right,,0,,,2025.2.4,,,1,447.26993650000077,448.99739420000697,,,None,None,447.2796949666847,447.82938490004744,,,98,0,2026-08-24_21:28:52.950337,98,49,localizer,,None,,,None,,98,98,0,98,,,,,,jacket,Veste,Jacke,
452.56245510000736,453.64579600002617,1.08,,,2,453.6458507000352,471.57348640001146,453.66057890001684,468.6728476000135,hand,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.99450909998268,r,59.9866412000265,468.6558474000194,None,2026-08-24_21h21.25.115,17,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,451.0614366000518,452.57747260003816,453.66057890001684,,,,60.01601227522506,450.2972109000548,451.0614366000518,,,450.2828135000309,451.0466192000313,,,hand\hand_17.jpg,468.6558474000194,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,451.0614366000518,,,,,None,,0,453.66057890001684,468.6728476000135,2025.2.4,,,1,451.049828600022,452.56239610002376,,,None,None,451.06138746667807,451.5446158000268,,,99,0,2026-08-24_21:28:56.731410,99,50,localizer,184.99450909998268,r,59.9866412000265,,None,,99,99,0,99,,,,,,hand,Main,Hand,
473.8902159000281,474.8560538000311,0.96,,,3,474.8595797000453,474.859619200055,,,bread,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,28,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,472.38808160001645,473.90508850000333,474.9056407000171,,,,60.01601227522506,471.6229899000027,472.38808160001645,,,471.61545030004345,472.3739211000502,,,bread\bread_28.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,472.38808160001645,,,,,None,,0,,,2025.2.4,,,1,472.37714680004865,473.89013850002084,,,None,None,472.38857156667314,473.30453840002883,,,100,0,2026-08-24_21:29:18.057189,100,1,localizer,,None,,,None,,100,100,0,100,,,,,,bread,Pain,Brot,
477.17217420000816,478.42150460003177,1.25,,,3,478.4215658000321,478.42159990000073,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,37,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,475.67046820005635,477.1864679000573,478.47091100004036,,,,60.01601227522506,474.9056407000171,475.67046820005635,,,474.8846891000285,475.6562518000137,,,ball\ball_37.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,475.67046820005635,,,,,None,,0,,,2025.2.4,,,1,475.65921510005137,477.17211570002837,,,None,None,475.6708682666688,476.4540753000183,,,101,0,2026-08-24_21:29:21.339840,101,2,localizer,,None,,,None,,101,101,0,101,,,,,,ball,Ballon,Ball,
480.737647300004,481.7701912000193,1.03,,,3,481.77024680003524,481.7702753000194,,,flower,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,35,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,479.2366257000249,480.75281020003604,481.80358440004056,,,,60.01601227522506,478.47091100004036,479.2366257000249,,,478.4565423000022,479.22193010000046,,,flower\flower_35.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,479.2366257000249,,,,,None,,0,,,2025.2.4,,,1,479.22505560005084,480.7375891000265,,,None,None,479.2362793667164,480.13524490001146,,,102,0,2026-08-24_21:29:24.905110,102,3,localizer,,None,,,None,,102,102,0,102,,,,,,flower,Fleur,Blume,
484.06985110003734,485.2028290000162,1.13,,,3,485.20288940001046,485.20292390004033,,,ball,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,24,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,482.5679105000454,484.0845021000132,485.23527660005493,,,,60.01601227522506,481.80358440004056,482.5679105000454,,,481.78956380003365,482.553718900017,,,ball\ball_24.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,482.5679105000454,,,,,None,,0,,,2025.2.4,,,1,482.5568147000158,484.0697858000058,,,None,None,482.568507866705,483.35126920003677,,,103,0,2026-08-24_21:29:28.237783,103,4,localizer,,None,,,None,,103,103,0,103,,,,,,ball,Ballon,Ball,
487.50237960001687,488.41794170002686,0.91,,,3,488.41799400001764,488.4180218000547,,,hammer,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-24_21h21.25.115,27,TSRlearn_localizer-concepts,2026-08-24 21h21.26.458819 +0200,,486.00038000004133,487.5164941000403,488.47715670004254,,,,60.01601227522506,485.23527660005493,486.00038000004133,,,485.2172453000094,485.9859931000392,,,hammer\hammer_27.jpg,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,None,,486.00038000004133,,,,,None,,0,,,2025.2.4,,,1,485.9896771000349,487.5022908000392,,,None,None,486.0004123667061,486.5171256000176,,,104,0,2026-08-24_21:29:31.669476,104,5,localizer,,None,,,None,,104,104,0,104,,,,,,hammer,Marteau,Hammer,
