ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,breaks_instruction.started,breaks_instruction.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_7.duration,continue_button_7.keys,continue_button_7.rt,continue_button_7.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.duration,continue_button_break.keys,continue_button_break.rt,continue_button_break.started,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_continuebreak.started,instruction_end.started,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_end.started,instructions_end.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_buffer,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,progress_bar_breaks.started,progress_bar_breaks.stopped,psychopyVersion,settings.started,settings.stopped,show_word,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,source_sequence,source_sequence_position,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trial_type,trials.continue_button_break.duration,trials.continue_button_break.keys,trials.continue_button_break.rt,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
544.3513457999798,545.2855305999983,0.92,,,3,545.2856201999821,545.2856564000249,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,542.8506035999162,544.3657545999158,545.3391482000006,,,,59.89139294377662,542.0863134999527,542.8506035999162,,,542.0668491999386,542.8358944000211,,,door\door_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,542.8506035999162,,,,,None,,4,,,2025.2.4,,,1,542.8393496000208,544.3512739000143,,,None,None,542.849962166689,543.6836452999851,,,130,0,2026-08-11_22:48:42.151781,130,31,localizer,,None,,None,130,130,0,130,,,,,,door,,Tür,
547.6021143000107,548.4336541999364,0.82,,,3,548.4337211999809,548.4337551000062,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,4,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,546.0986753000179,547.6150891999714,548.4836936999345,,,,59.89139294377662,545.3391482000006,546.0986753000179,,,545.3227669999469,546.0843021000037,,,ball\ball_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,546.0986753000179,,,,,None,,4,,,2025.2.4,,,1,546.0871210999321,547.6020127999363,,,None,None,546.0983772666116,546.881918799947,,,131,0,2026-08-11_22:48:45.404616,131,32,localizer,,None,,None,131,131,0,131,,,,,,ball,,Ball,
550.7340421000263,551.8330871999497,1.09,,,3,551.8331724000163,551.8332096999511,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,4,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,549.2482904000208,550.7475175999571,551.8856871000025,,,,59.89139294377662,548.4836936999345,549.2482904000208,,,548.4661957999924,549.2338055999717,,,book\book_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,549.2482904000208,,,,,None,,4,,,2025.2.4,,,1,549.2379513999913,550.7339457999915,,,None,None,549.2479180666307,550.1153560000239,,,132,0,2026-08-11_22:48:48.549161,132,33,localizer,,None,,None,132,132,0,132,,,,,,book,,Buch,
554.1478042999515,555.1476846999722,0.99,,,3,555.1477484999923,555.1477905999636,,,bag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,3,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,552.6466336000012,554.1625324999914,555.198370500002,,,,59.89139294377662,551.8856871000025,552.6466336000012,,,551.8701926999493,552.6334451999282,,,bag\bag_03.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,552.6466336000012,,,,,None,,4,,,2025.2.4,,,1,552.6365527999587,554.1477324999869,,,None,None,552.6476762666755,553.5483882999979,,,133,0,2026-08-11_22:48:51.951155,133,34,localizer,,None,,None,133,133,0,133,,,,,,bag,,Tasche,
557.4479164999211,558.6302323000273,1.17,,,3,558.6302966999356,558.6303286999464,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,8,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,555.9474095000187,557.4617080999305,558.6624481999315,,,,59.89139294377662,555.198370500002,555.9474095000187,,,555.1768305000151,555.9336429999676,,,car\car_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,555.9474095000187,,,,,None,,4,,,2025.2.4,,,1,555.9371291999705,557.4478437999496,,,None,None,555.9475592666461,556.8963436000049,,,134,0,2026-08-11_22:48:55.263838,134,35,localizer,,None,,None,134,134,0,134,,,,,,car,,Auto,
560.8982569000218,562.0463595999172,1.14,,,3,562.0464379999321,562.0464742999757,,,dress,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,6,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,559.411892700009,560.9115351999644,562.078759899945,,,,59.89139294377662,558.6624481999315,559.411892700009,,,558.6496515999315,559.3972265999764,,,dress\dress_06.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,559.411892700009,,,,,None,,4,,,2025.2.4,,,1,559.4012635999825,560.8981449999847,,,None,None,559.4118401666094,560.3610951999435,,,135,0,2026-08-11_22:48:58.727916,135,36,localizer,,None,,None,135,135,0,135,,,,,,dress,,Kleid,
564.3466312999371,565.1120856999187,0.76,,,3,565.1121657999465,565.1122026999947,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,10,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,562.8437530000228,564.3603532999987,565.1472607000032,,,,59.89139294377662,562.078759899945,562.8437530000228,,,562.0681352999527,562.8296607999364,,,ball\ball_10.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,562.8437530000228,,,,,None,,4,,,2025.2.4,,,1,562.8335061999969,564.3465397999389,,,None,None,562.8436190665855,563.6268326999852,,,136,0,2026-08-11_22:49:02.144228,136,37,localizer,,None,,None,136,136,0,136,,,,,,ball,,Ball,
567.4106158999493,568.6602224999806,1.25,,,3,568.6602865000023,568.6603178000078,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,4,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,565.9094439999899,567.4251672999235,568.692475699936,,,,59.89139294377662,565.1472607000032,565.9094439999899,,,565.1334645999596,565.895850299974,,,chair\chair_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,565.9094439999899,,,,,None,,4,,,2025.2.4,,,1,565.8992239999352,567.4105432999786,,,None,None,565.9094997666,566.8433135999367,,,137,0,2026-08-11_22:49:05.212728,137,38,localizer,,None,,None,137,137,0,137,,,,,,chair,,Stuhl,
571.142932799994,571.9096854999661,0.76,,,3,571.909749399987,571.9097829000093,,,fish,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-11_22h39.38.819,10,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,569.4421749999747,571.1575835000258,571.9792932999553,,,,59.89139294377662,568.692475699936,569.4421749999747,,,568.6739334999584,569.4270284000086,,,fish\fish_10.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,569.4421749999747,,,,,left,,4,,,2025.2.4,,,1,569.4302399000153,571.1428623999236,,,None,None,569.4415532666646,570.2244735999266,,,138,0,2026-08-11_22:49:08.757943,138,39,localizer,,None,,None,138,138,0,138,,,,,,ball,,Ball,
574.241866700002,575.1412724999245,0.89,,,3,575.1413351999363,575.141366399941,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,6,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,572.7405776999658,574.2565839999588,575.1744764000177,,,,59.89139294377662,571.9792932999553,572.7405776999658,,,571.9613412999315,572.7261772999773,,,chair\chair_06.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,572.7405776999658,,,,,None,,4,,,2025.2.4,,,1,572.7298215000192,574.2417945999186,,,None,None,572.740641366636,573.6568645000225,,,139,0,2026-08-11_22:49:12.044761,139,40,localizer,,None,,None,139,139,0,139,,,,,,chair,,Stuhl,
577.4411016999511,578.3759463999886,0.93,,,3,578.376060099923,578.3761215999257,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,5,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,575.939711199957,577.4557257000124,578.4096896999981,,,,59.89139294377662,575.1744764000177,575.939711199957,,,575.1526565999957,575.9264222999336,,,car\car_05.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,575.939711199957,,,,,None,,4,,,2025.2.4,,,1,575.9305044999346,577.4410199000267,,,None,None,575.9399721666161,576.8884051999776,,,140,0,2026-08-11_22:49:15.239944,140,41,localizer,,None,,None,140,140,0,140,,,,,,car,,Auto,
580.6735396999866,581.6226624000119,0.94,,,3,581.6227259999141,581.6227592999348,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,5,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,579.1722265999997,580.6877571999794,582.0484120999463,,,,59.89139294377662,578.4096896999981,579.1722265999997,,,578.3964715999318,579.1577484000009,,,fish\fish_05.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,579.1722265999997,,,,,None,,4,,,2025.2.4,,,1,579.161854499951,580.6734689999139,,,None,None,579.1718357665852,580.0547170999926,,,141,0,2026-08-11_22:49:18.475157,141,42,localizer,,None,,None,141,141,0,141,,,,,,fish,,Fisch,
584.5069359999616,585.4717844999395,0.96,,,3,585.4718623999506,585.4718959999736,,,tree,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-11_22h39.38.819,10,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,582.8034762999741,584.5206063999794,585.5238978000125,,,,59.89139294377662,582.0484120999463,582.8034762999741,,,581.9600132999476,582.7903051999165,,,tree\tree_10.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,582.8034762999741,,,,,right,,4,,,2025.2.4,,,1,582.7936696999241,584.506837700028,,,None,None,582.8038289666331,583.736890799948,,,142,0,2026-08-11_22:49:22.113880,142,43,localizer,,None,,None,142,142,0,142,,,,,,dress,,Kleid,
587.7875956000062,588.9887398999417,1.19,,,3,588.988829299924,588.9888869000133,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,8,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,586.2858932999661,587.8016764000058,589.0382331999717,,,,59.89139294377662,585.5238978000125,586.2858932999661,,,585.5024590999819,586.2709885999793,,,door\door_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,586.2858932999661,,,,,None,,4,,,2025.2.4,,,1,586.274057499948,587.7875042000087,,,None,None,586.2855885666252,587.1194609999657,,,143,0,2026-08-11_22:49:25.589365,143,44,localizer,,None,,None,143,143,0,143,,,,,,door,,Tür,
591.3033914000262,592.3048079999862,0.99,,,3,592.3048725000117,592.3049058999168,,,dress,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,4,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,589.8021778999828,591.3176725999219,592.3402258999413,,,,59.89139294377662,589.0382331999717,589.8021778999828,,,589.0185745999916,589.7875127999578,,,dress\dress_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,589.8021778999828,,,,,None,,4,,,2025.2.4,,,1,589.7907786999131,591.3033189999405,,,None,None,589.8018999666131,590.7515614000149,,,144,0,2026-08-11_22:49:29.103701,144,45,localizer,,None,,None,144,144,0,144,,,,,,dress,,Kleid,
594.6036421000026,595.485691000009,0.88,,,3,595.485795399989,595.4858524999581,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,3,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,593.1021408999804,594.6172230999218,595.5195532999933,,,,59.89139294377662,592.3402258999413,593.1021408999804,,,592.3284767000005,593.0887176999822,,,fish\fish_03.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,593.1021408999804,,,,,None,,4,,,2025.2.4,,,1,593.0923602000112,594.6035676000174,,,None,None,593.1026839666922,593.9837218999164,,,145,0,2026-08-11_22:49:32.405694,145,46,localizer,,None,,None,145,145,0,145,,,,,,fish,,Fisch,
597.7843147999374,598.8677269999171,1.07,,,3,598.8677923999494,598.8678247999633,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,596.2827985999174,597.7988186000148,599.0293741999194,,,,59.89139294377662,595.5195532999933,596.2827985999174,,,595.5060428999132,596.2690264999401,,,car\car_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,596.2827985999174,,,,,None,,4,,,2025.2.4,,,1,596.2723146999488,597.7842429999728,,,None,None,596.2834165666175,597.232712799916,,,146,0,2026-08-11_22:49:35.585021,146,47,localizer,,None,,None,146,146,0,146,,,,,,car,,Auto,
601.2838102999376,602.3828468000283,1.09,,,3,602.3829136999557,602.382945099962,,,tree,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,8,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,599.7821492999792,601.2979282999877,602.4161175999325,,,,59.89139294377662,599.0293741999194,599.7821492999792,,,598.9965454000048,599.76838829997,,,tree\tree_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,599.7821492999792,,,,,None,,4,,,2025.2.4,,,1,599.7716027999995,601.2837159999181,,,None,None,599.7819066666455,600.6156852999702,,,147,0,2026-08-11_22:49:39.094842,147,48,localizer,,None,,None,147,147,0,147,,,,,,tree,,Baum,
604.6838718999643,605.81577440002,1.13,,,3,605.8158395999344,605.8158727999544,,,fish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,603.1807716999901,604.697012300021,605.8490645999555,,,,59.89139294377662,602.4161175999325,603.1807716999901,,,602.4001665000105,603.1671608999604,,,fish\fish_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,603.1807716999901,,,,,None,,4,,,2025.2.4,,,1,603.170481499983,604.6837607999332,,,None,None,603.1812574666149,604.0464855999453,,,148,0,2026-08-11_22:49:42.481585,148,49,localizer,,None,,None,148,148,0,148,,,,,,fish,,Fisch,
608.1154482000275,609.3155421999982,1.2,,,3,609.3156230999157,1092.8453996999888,609.3288448000094,624.3410330999177,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08365060004871339,r,468.43035979999695,624.3246041999664,None,2026-08-11_22h39.38.819,3,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,606.6142117999261,608.1292921999702,609.3288448000094,,,,59.89139294377662,605.8490645999555,606.6142117999261,,,605.8354428999592,606.5994316999568,,,book\book_03.png,624.3246041999664,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,606.6142117999261,,,,,None,,4,609.3288448000094,624.3410330999177,2025.2.4,,,1,606.6038719000062,608.1153581999242,,,None,None,606.6134974666095,607.4795202999376,,,149,0,2026-08-11_22:49:45.914532,149,50,localizer,0.08365060004871339,r,468.43035979999695,None,149,149,0,149,,,,,,book,,Buch,
1095.1462578999344,1096.0444783000275,0.89,,,4,1096.0488771999953,1096.048927799915,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,4,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1093.6605078999419,1095.1601257999428,1096.3801599999424,,,,59.89139294377662,1092.8969999999972,1093.6605078999419,,,1092.8742829000112,1093.6453873999417,,,door\door_04.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1093.6605078999419,,,,,None,,4,,,2025.2.4,,,1,1093.6488151999656,1095.1461287999991,,,None,None,1093.6600289666715,1094.4921926999232,,,150,0,2026-08-11_22:57:52.962468,150,1,localizer,,None,,None,150,150,0,150,,,,,,door,,Tür,
1098.627767500002,1099.5759884999134,0.94,,,4,1099.5760517999297,1099.5760851999512,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,7,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1097.141366799944,1098.6417745000217,1099.6072978000157,,,,59.89139294377662,1096.3801599999424,1097.141366799944,,,1096.2828002999304,1097.1272947000107,,,ball\ball_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1097.141366799944,,,,,None,,4,,,2025.2.4,,,1,1097.1306703999871,1098.6276385999518,,,None,None,1097.141327466645,1097.9263266000198,,,151,0,2026-08-11_22:57:56.445628,151,2,localizer,,None,,None,151,151,0,151,,,,,,ball,,Ball,
1101.8615759999957,1102.893868300016,1.03,,,4,1102.893953599967,1102.89399329992,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,7,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1100.3579937999602,1101.8746943000006,1102.9456279999577,,,,59.89139294377662,1099.6072978000157,1100.3579937999602,,,1099.5938389999792,1100.3457135999342,,,book\book_07.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1100.3579937999602,,,,,None,,4,,,2025.2.4,,,1,1100.3505539000034,1101.8614734999137,,,None,None,1100.3586696666355,1101.240628200001,,,152,0,2026-08-11_22:57:59.672765,152,3,localizer,,None,,None,152,152,0,152,,,,,,book,,Buch,
1105.2084187000291,1106.241044000024,1.03,,,4,1106.241108499933,1106.241141699953,,,saw,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,5,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1103.70729749999,1105.2230910999933,1106.2734084000112,,,,59.89139294377662,1102.9456279999577,1103.70729749999,,,1102.9214901999803,1103.693501599948,,,saw\saw_05.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1103.70729749999,,,,,None,,4,,,2025.2.4,,,1,1103.6973444999894,1105.2083175999578,,,None,None,1103.707070366658,1104.6561041999375,,,153,0,2026-08-11_22:58:03.011096,153,4,localizer,,None,,None,153,153,0,153,,,,,,saw,,Säge,
1108.5396126999985,1109.6404257999966,1.1,,,4,1109.6405392999295,1109.6405881999526,,,bag,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,10,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1107.0383417999838,1108.554434599937,1109.7114263999974,,,,59.89139294377662,1106.2734084000112,1107.0383417999838,,,1106.2554721999913,1107.0239953999408,,,bag\bag_10.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1107.0383417999838,,,,,None,,4,,,2025.2.4,,,1,1107.0269687999971,1108.5395411999198,,,None,None,1107.0385112666447,1107.9402207999956,,,154,0,2026-08-11_22:58:06.338876,154,5,localizer,,None,,None,154,154,0,154,,,,,,bag,,Tasche,
1111.9718440999277,1113.0570191999432,1.07,,,4,1113.0571088999277,1113.0571609999752,,,ball,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,5,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1110.4723718999885,1111.9870131999487,1113.1118580999319,,,,59.89139294377662,1109.7114263999974,1110.4723718999885,,,1109.6837732000276,1110.459876799956,,,ball\ball_05.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1110.4723718999885,,,,,None,,4,,,2025.2.4,,,1,1110.46435559995,1111.9717717999592,,,None,None,1110.4732769666628,1111.2540965999942,,,155,0,2026-08-11_22:58:09.776894,155,6,localizer,,None,,None,155,155,0,155,,,,,,ball,,Ball,
1115.3721888000146,1116.2045550999464,0.83,,,4,1116.2046334999613,1116.2046693000011,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,2,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1113.8699321999447,1115.3862192999804,1116.239953399985,,,,59.89139294377662,1113.1118580999319,1113.8699321999447,,,1113.0978618999943,1113.8555004999507,,,chair\chair_02.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1113.8699321999447,,,,,None,,4,,,2025.2.4,,,1,1113.8595740000019,1115.3721070999745,,,None,None,1113.8698125666162,1114.7863111000042,,,156,0,2026-08-11_22:58:13.177326,156,7,localizer,,None,,None,156,156,0,156,,,,,,chair,,Stuhl,
1118.4876843999373,1119.2887418000028,0.8,,,4,1119.2888268999523,1119.2888663000194,,,car,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,6,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1117.0022076999303,1118.5017080999678,1119.3222903999267,,,,59.89139294377662,1116.239953399985,1117.0022076999303,,,1116.2276127999648,1116.9874306999845,,,car\car_06.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1117.0022076999303,,,,,None,,4,,,2025.2.4,,,1,1116.9911695999326,1118.4875918999314,,,None,None,1117.0016830666611,1117.9538080999628,,,157,0,2026-08-11_22:58:16.305421,157,8,localizer,,None,,None,157,157,0,157,,,,,,car,,Auto,
1121.7861989999656,1122.6034502999391,0.81,,,4,1122.6035326999845,1122.603569699917,,,dress,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,r,2026-08-11_22h39.38.819,10,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1120.084965899936,1121.8008291999577,1122.6353515000083,,,,59.89139294377662,1119.3222903999267,1120.084965899936,,,1119.3114649999188,1120.0709431000287,,,dress\dress_10.png,,,,,,,,,,,,,,,,,,,,,,,0,1,1,None,1120.084965899936,,,,,left,,4,,,2025.2.4,,,1,1120.074228500016,1121.7861291000154,,,None,None,1120.0853024665887,1120.917615299928,,,158,0,2026-08-11_22:58:19.387758,158,9,localizer,,None,,None,158,158,0,158,,,,,,door,,Tür,
1124.9010825000005,1125.9346582000144,1.03,,,4,1125.9347430999624,1125.9347808000166,,,tree,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,1,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1123.401358300005,1124.915485800011,1125.9909214000218,,,,59.89139294377662,1122.6353515000083,1123.401358300005,,,1122.6166111999191,1123.386592600029,,,tree\tree_01.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1123.401358300005,,,,,None,,4,,,2025.2.4,,,1,1123.3904025999364,1124.901010899921,,,None,None,1123.400475066683,1124.2349585000193,,,159,0,2026-08-11_22:58:22.700819,159,10,localizer,,None,,None,159,159,0,159,,,,,,tree,,Baum,
1128.2508956999518,1129.500390799949,1.24,,,4,1129.5004735999973,1129.5005165999755,,,chair,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,8,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1126.7504642999265,1128.2646969999187,1129.5518177999184,,,,59.89139294377662,1125.9909214000218,1126.7504642999265,,,1125.9773460000288,1126.7371460000286,,,chair\chair_08.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1126.7504642999265,,,,,None,,4,,,2025.2.4,,,1,1126.7407680000179,1128.2508034999482,,,None,None,1126.750605366604,1127.6828510999912,,,160,0,2026-08-11_22:58:26.056389,160,11,localizer,,None,,None,160,160,0,160,,,,,,chair,,Stuhl,
1131.8163707000203,1132.818101999932,0.99,,,4,1132.8181891000131,1132.8182281999616,,,book,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,9,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1130.3160160999978,1131.8306822999148,1132.8886048999848,,,,59.89139294377662,1129.5518177999184,1130.3160160999978,,,1129.5302413000027,1130.302001599921,,,book\book_09.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1130.3160160999978,,,,,None,,4,,,2025.2.4,,,1,1130.305808099918,1131.8162994999439,,,None,None,1130.3155309666802,1131.1975296000019,,,161,0,2026-08-11_22:58:29.617285,161,12,localizer,,None,,None,161,161,0,161,,,,,,book,,Buch,
1135.1505993999308,1136.3146222999785,1.15,,,4,1136.314696699963,1136.314730699989,,,door,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None,2026-08-11_22h39.38.819,6,TSRlearn_localizer-concepts,2026-08-11 22h39.40.072993 +0200,,1133.6473865999142,1135.1635697999736,1136.3662197999656,,,,59.89139294377662,1132.8886048999848,1133.6473865999142,,,1132.8672865999397,1133.6328354999423,,,door\door_06.png,,,,,,,,,,,,,,,,,,,,,,,0,0,1,None,1133.6473865999142,,,,,None,,4,,,2025.2.4,,,1,1133.6366104999324,1135.1504917999264,,,None,None,1133.647319166634,1134.4805225000018,,,162,0,2026-08-11_22:58:32.954072,162,13,localizer,,None,,None,162,162,0,162,,,,,,door,,Tür,
